area,bedrooms,bathrooms,stories,parking,location,age,price
3406,1,1,1,1,Suburban,24,356754
3400,5,2,1,1,Suburban,22,403017
2379,5,3,1,3,Suburban,43,301290
2641,2,3,3,1,Urban,31,324178
2949,4,2,1,2,Suburban,47,334564
3153,4,2,1,1,Urban,48,357002
2026,5,4,1,2,Rural,22,278983
3124,3,2,1,2,Suburban,48,333750
1498,5,2,1,2,Urban,48,203066
1785,3,1,2,2,Rural,35,203817
1768,1,1,1,3,Suburban,13,209427
1889,1,2,3,2,Suburban,27,225330
1866,4,1,2,3,Rural,13,245962
3786,1,1,2,2,Rural,5,416213
3082,5,4,3,2,Suburban,10,425986
3665,1,3,2,3,Urban,22,429401
3313,2,2,3,3,Rural,5,400007
1331,5,4,2,2,Rural,43,197278
3781,4,4,3,2,Suburban,14,476220
1818,3,2,2,2,Suburban,20,243602
1961,2,2,3,2,Suburban,19,252967
966,5,1,1,1,Suburban,38,141130
1962,3,3,2,3,Suburban,39,252325
3468,4,3,3,2,Rural,17,429780
787,5,2,1,3,Rural,42,126802
2892,3,3,1,1,Urban,14,361113
2741,2,4,3,2,Urban,36,343558
2291,5,1,2,0,Suburban,38,274672
1807,2,4,2,2,Suburban,16,248201
2809,3,4,2,3,Suburban,25,361878
902,4,3,1,0,Urban,17,162404
1223,2,4,2,2,Suburban,25,184594
2150,1,2,2,3,Suburban,29,252453
988,1,1,1,1,Rural,18,110163
1805,1,2,1,1,Rural,46,174820
3853,2,3,1,3,Urban,31,436584
3231,1,1,2,2,Suburban,40,339215
633,5,2,2,2,Rural,18,134784
1595,4,3,3,0,Suburban,12,241144
2521,3,3,3,1,Rural,0,329919
2750,1,3,3,3,Rural,12,335592
3054,5,3,3,3,Suburban,32,398065
3014,1,4,1,1,Rural,42,313799
1763,2,2,2,3,Rural,26,214835
2689,4,2,3,1,Rural,30,323917
870,5,2,3,0,Rural,47,126325
2622,1,3,2,2,Suburban,47,278668
3208,2,1,1,2,Rural,1,361471
2388,2,2,1,1,Suburban,38,255768
1634,2,1,1,2,Rural,13,195509
926,1,2,2,2,Urban,45,118591
3104,3,3,1,1,Rural,29,351591
2094,4,2,2,3,Rural,13,278078
994,4,4,3,3,Urban,13,211527
3702,5,2,1,0,Suburban,23,429047
2529,4,3,2,3,Urban,13,348508
2119,3,3,3,3,Urban,12,309365
1115,3,3,1,3,Rural,17,167175
1353,4,4,1,2,Urban,29,215924
2402,1,2,1,2,Rural,35,251111
2517,3,4,1,0,Suburban,2,330034
1016,3,2,3,2,Urban,20,179680
1227,1,2,2,2,Urban,47,144935
676,4,2,1,0,Suburban,39,99733
999,2,3,1,3,Suburban,19,159606
1690,3,1,3,1,Suburban,49,197875
3227,1,3,1,2,Rural,36,333705
1641,3,4,1,1,Urban,44,217266
2576,4,4,3,1,Suburban,24,343471
674,2,4,1,1,Urban,27,122508
3449,1,2,2,1,Rural,22,366102
2775,4,1,1,3,Suburban,14,343065
1950,1,2,3,2,Rural,25,226427
3882,5,1,2,3,Suburban,26,463781
2530,3,3,1,3,Urban,25,327463
3649,2,2,2,1,Suburban,24,406581
1928,3,3,2,1,Suburban,23,249634
1855,2,2,1,3,Rural,28,213588
2337,5,1,2,1,Urban,20,309580
3805,2,3,2,0,Urban,46,410699
1625,2,4,2,3,Suburban,37,221117
1605,4,3,3,3,Suburban,33,239298
3901,1,3,2,1,Urban,15,452825
2439,5,3,2,2,Urban,11,352307
3387,2,1,3,3,Rural,19,382290
3880,1,4,3,2,Suburban,35,440963
3870,1,1,1,2,Urban,24,417647
1633,1,4,2,0,Rural,29,193592
3911,2,3,1,3,Rural,2,450636
2599,3,2,3,0,Suburban,8,329144
1549,5,4,2,2,Rural,43,216178
764,1,3,3,3,Suburban,22,136532
1486,3,2,1,0,Suburban,40,167718
1215,5,1,3,1,Suburban,12,204689
1652,5,4,2,3,Urban,20,272115
3776,2,1,1,0,Suburban,31,394669
2291,5,2,3,2,Suburban,22,312146
2211,5,4,3,0,Rural,31,291129
1103,3,3,3,2,Suburban,38,164963
2847,4,4,2,2,Suburban,30,357749
1083,4,4,3,1,Rural,36,175191
3327,2,2,3,2,Suburban,4,404178
2136,4,2,1,2,Rural,5,276682
695,1,1,3,1,Suburban,14,111779
1603,1,4,1,2,Urban,46,192685
1058,4,1,2,0,Urban,10,177334
1010,3,3,2,1,Suburban,3,176056
1092,4,4,3,0,Suburban,1,214167
957,2,1,2,2,Rural,14,131722
3607,3,4,2,0,Urban,0,460746
1729,2,1,2,3,Urban,42,202965
3015,3,2,2,0,Urban,33,345245
2224,1,4,1,3,Rural,9,279389
1560,3,4,3,1,Urban,25,235645
2124,4,1,2,2,Urban,42,266104
3325,3,4,3,0,Rural,22,392166
1584,1,2,3,2,Suburban,29,192839
1816,2,2,2,2,Urban,33,233377
1934,4,3,2,1,Urban,35,259574
2535,1,4,1,0,Urban,44,280855
1016,3,1,1,1,Suburban,21,140436
806,1,1,2,2,Rural,39,80890
1670,3,4,3,1,Rural,41,209645
768,1,4,2,3,Rural,47,104657
1301,4,3,3,1,Suburban,8,222527
3866,5,1,3,1,Urban,42,449315
636,5,3,1,0,Urban,37,126339
3412,4,2,3,2,Rural,14,410922
3462,2,4,2,0,Suburban,11,410025
3796,2,1,3,0,Urban,33,411061
2547,3,1,3,3,Urban,24,325966
2360,3,2,2,3,Rural,25,282008
1403,5,2,1,2,Rural,9,215742
3346,2,4,3,2,Urban,47,387070
2471,2,3,1,0,Suburban,49,261758
3932,4,4,1,2,Urban,10,488457
1695,5,3,3,1,Suburban,35,246926
1247,4,3,3,0,Urban,11,217993
1823,3,3,2,0,Rural,9,237349
1111,2,3,3,3,Urban,50,158426
1210,5,2,3,0,Urban,19,208284
3954,5,4,1,0,Rural,23,458762
3711,4,4,3,2,Urban,21,478088
816,2,4,3,2,Suburban,7,164534
2661,5,1,3,3,Urban,43,332203
1285,1,4,2,3,Rural,7,190338
3409,5,3,3,3,Rural,35,415657
3675,3,3,3,2,Urban,0,468751
3176,4,2,2,1,Rural,40,350213
3459,3,4,1,0,Suburban,11,412429
1943,4,2,1,2,Suburban,12,267242
2302,4,1,3,0,Rural,41,261308
2290,3,3,2,3,Suburban,15,308818
2080,5,1,3,1,Urban,28,281616
2758,5,4,2,1,Urban,44,349172
2828,2,1,3,3,Urban,32,330755
1558,4,4,3,0,Urban,50,217139
1776,5,2,1,0,Suburban,8,253420
1710,1,1,3,0,Suburban,13,208021
1862,3,1,3,2,Suburban,5,260983
3355,5,2,2,3,Suburban,50,391892
2131,1,4,2,3,Suburban,4,286240
3456,1,4,1,3,Urban,23,406589
3754,4,2,2,3,Urban,18,458565
2870,1,1,3,2,Suburban,4,337514
3350,4,2,3,3,Urban,13,432543
2152,2,3,1,2,Urban,44,251804
891,1,1,2,0,Suburban,28,104505
2985,2,3,2,2,Urban,13,369991
729,5,4,2,2,Suburban,49,135487
1930,4,4,3,1,Urban,28,281522
2684,4,1,3,3,Suburban,2,356063
3090,2,1,2,2,Suburban,29,341408
2896,4,2,2,1,Urban,1,386297
2706,5,2,3,1,Suburban,42,327620
601,2,4,3,3,Urban,37,129292
864,3,1,3,2,Suburban,50,118071
2716,3,1,2,1,Rural,22,303784
3879,2,1,3,2,Rural,39,412307
3289,4,1,2,3,Urban,37,390690
2124,1,1,2,2,Rural,44,212418
1815,2,3,2,2,Rural,12,238921
1154,5,4,3,0,Suburban,13,219501
3695,1,4,1,3,Suburban,0,442332
942,2,1,3,3,Urban,6,173679
3066,3,1,2,0,Urban,4,375355
1405,2,2,3,1,Urban,43,184360
2361,3,1,2,1,Urban,40,268274
3644,4,1,3,3,Rural,46,401443
3694,2,2,1,1,Rural,27,393472
1107,1,4,3,2,Urban,10,190031
3084,2,4,3,1,Rural,26,356447
2930,1,2,2,0,Suburban,43,300007
1377,4,2,1,3,Urban,46,193381
1373,5,3,1,0,Rural,6,210996
2402,2,1,3,0,Rural,12,277292
2821,2,4,2,1,Urban,4,368317
2258,5,3,3,0,Suburban,18,309801
784,3,2,3,2,Rural,41,114272
1170,5,1,3,1,Urban,43,181356
3516,2,4,1,2,Rural,17,401493
601,5,2,2,1,Rural,39,101972
1773,1,4,2,3,Suburban,48,211930
2270,4,2,3,0,Rural,3,301617
2208,2,1,3,0,Urban,2,287527
2178,3,2,2,0,Urban,36,263514
3633,5,4,2,0,Suburban,35,431432
3137,2,1,3,2,Suburban,5,377714
878,5,1,2,1,Suburban,45,128814
3396,1,4,3,1,Rural,16,390502
3854,3,2,1,3,Rural,7,446546
1874,4,2,3,1,Rural,12,254393
1215,2,2,2,2,Rural,23,155553
2358,5,3,1,1,Urban,11,331408
2516,2,1,3,2,Urban,23,311904
771,5,4,3,3,Rural,21,170617
2427,1,4,3,2,Urban,22,316359
3412,4,4,3,3,Rural,11,437147
1497,1,3,2,2,Rural,49,154435
2387,5,1,1,3,Rural,23,297693
2109,1,3,1,1,Suburban,39,223286
3447,1,3,3,0,Urban,1,417263
1309,5,4,2,1,Urban,14,236352
2811,5,4,3,2,Suburban,49,357682
2941,3,2,1,2,Suburban,49,313991
3917,5,3,3,3,Suburban,31,484617
2602,1,3,1,0,Urban,36,281666
3463,5,4,2,2,Rural,47,407547
1036,5,3,1,1,Suburban,49,146310
3025,1,1,1,1,Suburban,16,327878
890,3,3,2,1,Urban,49,134007
814,4,1,1,0,Urban,46,114910
2328,2,2,1,1,Suburban,27,263659
2631,4,4,3,0,Suburban,48,314197
1432,1,2,2,3,Rural,31,162694
2812,4,3,1,1,Rural,12,346745
1881,3,2,2,3,Suburban,26,243299
3203,3,4,1,3,Rural,12,396218
3824,4,1,3,1,Rural,37,424060
2839,3,1,1,0,Rural,47,285917
2423,3,1,1,1,Urban,37,271344
1161,1,3,3,3,Urban,12,192576
1433,4,1,2,2,Suburban,2,218341
1050,1,4,1,1,Rural,16,143990
2725,5,1,3,2,Urban,8,375337
2936,5,4,2,1,Urban,23,387466
1304,4,3,1,1,Suburban,16,202588
3520,5,3,1,3,Suburban,38,419874
1709,4,1,2,0,Rural,3,228748
754,3,2,1,1,Urban,33,117367
1498,3,3,2,0,Urban,24,215171
3531,3,1,1,1,Rural,0,402488
1982,3,4,3,0,Suburban,26,266949
1166,1,3,3,0,Rural,7,169578
3153,1,2,1,1,Rural,45,310962
1823,1,1,1,1,Urban,49,186452
928,3,2,3,2,Urban,41,147940
1432,2,1,1,3,Suburban,42,160039
1981,2,4,3,0,Suburban,31,249328
2024,4,2,1,1,Urban,41,244594
864,4,2,1,2,Urban,4,177835
1541,1,1,1,0,Suburban,11,177151
2988,2,3,3,1,Urban,44,343119
717,5,3,2,3,Suburban,24,163585
2458,5,4,3,2,Rural,13,345944
2336,2,4,1,0,Urban,42,269374
2609,1,2,2,1,Suburban,43,274597
1049,2,2,1,0,Urban,48,116927
1637,5,3,3,0,Urban,28,252376
2874,1,3,2,1,Urban,12,353356
2394,3,3,3,1,Suburban,4,322002
3186,1,2,2,0,Urban,30,346891
3692,4,2,3,3,Suburban,39,433211
2714,2,4,2,3,Rural,29,328387
3406,1,1,2,0,Rural,35,342196
2329,5,1,1,2,Rural,5,298217
2313,1,1,2,3,Suburban,48,238942
3511,3,3,2,2,Suburban,5,430991
2098,2,1,2,1,Rural,30,222829
3294,2,2,2,1,Urban,8,396176
1560,1,2,3,3,Suburban,5,218270
1749,5,3,2,1,Rural,48,218978
1648,2,1,1,2,Urban,2,231796
2782,4,3,3,3,Suburban,15,372055
1974,2,1,3,3,Rural,46,211158
2625,3,4,2,3,Urban,30,341799
3076,5,3,2,0,Rural,43,352292
1629,5,3,2,0,Urban,45,225349
978,4,2,1,0,Suburban,12,161329
2240,5,2,2,3,Rural,34,285455
2064,4,2,3,1,Suburban,6,292320
3215,1,4,1,3,Suburban,45,353621
1181,5,4,1,0,Rural,5,197328
2092,1,2,3,0,Rural,32,226382
1198,5,2,2,0,Suburban,12,196429
3119,3,1,1,1,Suburban,14,353976
3205,3,3,1,0,Suburban,33,355148
3506,2,2,1,3,Suburban,43,376223
1292,3,3,1,0,Rural,0,193485
1253,5,3,2,1,Urban,1,238183
1692,5,3,1,2,Suburban,0,274153
3484,4,4,2,1,Rural,0,444378
1165,1,3,3,3,Urban,42,167742
1323,1,4,1,1,Suburban,35,161892
2022,2,4,3,3,Urban,41,269382
3277,3,1,1,2,Urban,24,374390
2611,3,1,3,1,Suburban,29,310308
2480,5,2,1,3,Suburban,45,300208
2417,4,4,1,1,Suburban,6,326378
2003,2,2,3,3,Suburban,7,273823
1053,2,4,1,1,Urban,25,168257
3954,5,1,1,1,Urban,11,477998
2503,4,2,3,2,Urban,16,338637
3553,4,4,2,3,Suburban,47,420104
2500,4,4,2,0,Suburban,10,336459
2273,4,2,2,0,Rural,49,249417
3730,3,2,3,1,Rural,39,410063
942,4,2,2,2,Rural,2,175654
3221,3,3,3,3,Suburban,26,400051
1630,2,3,2,3,Urban,15,239891
1636,4,3,1,0,Rural,27,209537
3131,3,4,1,2,Rural,34,360411
852,5,2,3,1,Urban,2,196739
2976,4,1,3,1,Suburban,12,370909
3601,5,4,3,2,Rural,41,432235
1846,4,3,1,3,Suburban,11,270239
1507,3,4,2,2,Urban,40,217083
2850,4,4,1,2,Suburban,3,379585
1004,4,2,1,3,Urban,13,190338
2694,3,3,1,3,Suburban,1,350303
951,1,1,2,0,Suburban,20,114322
3793,1,2,3,2,Suburban,45,405145
2578,2,2,2,1,Urban,15,319664
3018,5,2,1,0,Suburban,34,349411
3541,5,1,3,1,Urban,4,455027
814,4,2,3,1,Urban,13,165962
1788,1,4,2,1,Urban,17,241517
1325,4,4,2,3,Suburban,47,193988
830,4,1,1,3,Rural,41,116690
1829,4,3,3,2,Urban,13,285431
654,3,3,3,0,Rural,17,123488
3718,4,2,3,1,Rural,43,410069
1320,5,3,2,3,Rural,21,211388
3545,4,1,2,0,Urban,5,430407
1168,2,2,1,1,Rural,34,128494
3179,4,4,2,1,Rural,38,374706
2451,3,1,3,3,Rural,9,313225
3879,2,3,3,3,Suburban,37,439638
626,2,2,3,0,Rural,2,121514
1518,4,4,2,3,Urban,48,228601
2567,4,4,2,2,Suburban,6,357364
896,5,1,1,1,Urban,36,144019
3381,4,2,3,3,Suburban,46,391112
1320,5,4,3,1,Rural,11,229620
3835,4,3,2,2,Urban,33,461338
3566,1,3,2,2,Rural,15,398113
2505,4,1,3,1,Suburban,34,301991
2435,2,4,1,3,Urban,31,303553
2445,4,1,1,1,Rural,21,284775
2984,3,1,2,3,Suburban,32,346937
1012,1,3,2,0,Urban,39,127816
1042,1,3,3,2,Suburban,29,149274
2261,4,3,2,2,Urban,31,299062
1505,1,2,2,2,Rural,35,169253
3130,4,3,1,1,Urban,24,383184
1541,2,4,3,2,Suburban,39,212980
2800,5,3,3,0,Rural,28,344482
3362,4,4,2,0,Urban,22,415381
825,3,4,1,3,Suburban,17,161938
1411,3,1,3,2,Urban,8,226375
1223,4,3,1,3,Suburban,5,213906
3426,5,4,1,1,Suburban,44,406335
3989,5,1,2,2,Rural,39,442259
831,1,2,3,0,Suburban,5,130824
2003,2,3,3,1,Rural,28,243419
3124,1,1,1,3,Suburban,3,355050
2220,5,2,2,0,Suburban,41,269681
2293,1,1,3,1,Rural,25,244504
1479,2,2,1,3,Rural,10,197168
2553,1,2,3,3,Rural,48,268465
3104,4,3,3,0,Rural,32,368160
683,3,1,2,2,Rural,27,99095
855,3,1,3,2,Urban,32,138594
2741,3,4,1,1,Urban,16,352617
1317,2,1,2,1,Urban,45,154037
2265,1,2,2,3,Suburban,47,239520
613,1,3,2,3,Rural,25,96269
1822,4,1,1,0,Urban,22,232964
2648,5,1,2,2,Suburban,28,333689
1146,4,2,2,1,Suburban,32,171889
1379,3,2,1,3,Rural,37,165482
3148,1,4,1,2,Urban,42,351054
1491,3,3,3,3,Rural,34,209805
943,3,2,3,2,Urban,46,149463
2313,2,3,1,0,Rural,36,245492
2632,4,4,3,3,Urban,0,391800
2446,1,3,1,0,Urban,19,290289
3353,3,2,3,1,Urban,29,395571
2569,4,4,2,3,Rural,0,354756
3355,1,2,2,3,Rural,36,355158
1705,4,1,3,3,Urban,44,231829
646,3,4,2,0,Urban,47,117632
3174,4,1,2,0,Suburban,17,376426
1786,4,2,3,3,Urban,35,251826
3842,1,2,1,0,Suburban,17,405207
3767,5,2,2,2,Rural,22,444923
2217,5,4,3,0,Rural,34,291449
3290,5,4,1,1,Suburban,2,432074
1777,2,2,3,3,Urban,0,267944
1909,3,2,1,2,Suburban,45,216545
1694,4,4,2,1,Rural,46,210769
2346,4,2,2,3,Urban,43,295487
1258,5,1,2,3,Urban,26,204362
2874,3,2,1,1,Suburban,4,347260
2725,2,3,2,1,Urban,1,356527
2458,2,4,1,3,Suburban,9,322661
3131,4,1,2,1,Urban,22,378519
2016,1,2,2,3,Urban,23,250421
2156,4,2,1,1,Suburban,35,254600
2534,5,2,1,0,Rural,7,316877
2406,3,2,2,3,Rural,47,273037
3419,3,1,2,2,Suburban,14,401805
2875,2,2,1,1,Urban,43,312009
1892,1,3,2,0,Suburban,26,225886
1273,4,3,1,3,Rural,32,178466
2726,4,4,2,3,Rural,20,351223
3586,4,1,3,3,Suburban,8,446929
1622,3,1,1,3,Suburban,10,219458
1777,4,4,1,0,Rural,37,215798
3204,2,3,3,3,Suburban,34,374302
603,2,3,1,3,Urban,15,127072
1587,2,4,2,0,Urban,34,213406
1850,2,2,3,2,Urban,39,229673
1403,3,1,1,2,Urban,23,194617
1103,3,4,2,0,Urban,24,180174
3719,4,3,2,2,Urban,50,432610
3795,4,3,3,0,Suburban,10,468658
2605,1,2,1,1,Suburban,43,264295
1782,3,1,3,0,Rural,16,225550
1828,4,1,2,3,Urban,1,274365
2116,3,1,2,1,Rural,2,264025
1164,1,3,1,1,Urban,4,181132
3026,4,4,3,0,Urban,11,405112
3795,5,1,2,2,Suburban,43,428131
1918,4,4,2,1,Rural,13,265216
1778,2,4,1,3,Rural,21,233512
3270,3,1,1,1,Suburban,36,353417
2238,4,2,1,0,Rural,35,254988
2068,3,3,1,0,Urban,0,287800
3309,5,3,3,3,Rural,24,413767
660,2,1,2,2,Suburban,19,108072
3860,2,3,1,2,Rural,6,442574
2149,2,4,1,2,Urban,41,262381
2954,3,1,2,1,Suburban,41,319303
3252,2,4,3,3,Rural,44,365633
932,4,4,3,3,Suburban,18,191139
3295,5,3,3,1,Urban,35,413160
1168,4,4,2,3,Urban,27,209906
600,4,1,2,1,Rural,41,83282
3590,2,4,2,3,Suburban,9,440795
1309,2,4,2,0,Urban,24,197659
1144,1,3,2,1,Urban,33,149701
2684,4,3,1,3,Urban,14,364727
2959,1,3,3,2,Urban,17,362627
2022,3,4,2,2,Rural,29,255650
2752,3,4,2,2,Suburban,17,357935
3908,1,1,1,2,Suburban,32,404791
1965,2,3,2,1,Urban,36,246563
2028,1,3,3,3,Urban,50,239703
2157,4,4,3,3,Suburban,38,299572
3517,3,1,1,1,Urban,16,409345
860,2,1,2,0,Urban,28,121566
3053,4,3,1,1,Urban,44,354987
893,2,2,2,0,Rural,3,137546
3435,1,3,3,0,Suburban,6,406801
3338,1,4,2,3,Urban,31,396765
911,5,3,1,0,Urban,1,186335
2805,5,4,1,3,Suburban,36,355414
2452,2,1,3,0,Suburban,20,281377
1165,5,1,3,3,Suburban,47,170444
1552,4,2,1,2,Urban,30,219517
2948,5,2,3,0,Suburban,44,352716
1201,1,3,3,1,Suburban,7,183917
3973,4,1,2,2,Rural,18,454846
879,4,3,2,3,Rural,34,150289
1820,1,1,3,0,Rural,28,195565
932,5,4,1,0,Urban,45,155662
2293,5,4,3,1,Suburban,20,327949
2669,3,1,2,1,Suburban,1,331010
1094,4,1,2,3,Suburban,36,158527
899,3,3,3,2,Suburban,8,173092
3549,2,3,2,2,Urban,5,433336
1782,3,2,1,0,Rural,16,218209
608,4,4,2,2,Suburban,26,143085
2476,2,2,2,3,Rural,34,277165
1540,4,2,3,3,Rural,23,221837
2888,4,3,3,3,Suburban,19,375222
2195,3,2,3,3,Urban,11,315096
3214,4,3,3,1,Rural,11,403153
2033,4,3,3,1,Suburban,43,260858
2519,1,4,3,3,Rural,46,285156
2885,5,4,2,1,Urban,49,356231
2822,2,3,3,1,Rural,19,332710
2315,4,1,3,3,Rural,26,288416
1475,1,2,1,0,Urban,10,193868
2188,3,4,2,2,Rural,26,276272
2891,1,4,1,0,Suburban,28,323541
1789,5,4,3,2,Suburban,15,290374
1006,1,4,3,3,Rural,17,166340
1702,1,1,3,1,Rural,31,179019
3452,3,2,3,0,Rural,4,411064
3074,4,3,3,3,Rural,12,390906
2801,5,2,1,0,Urban,1,373625
3255,4,1,2,2,Rural,20,377291
1705,4,3,1,0,Urban,20,237303
1158,1,1,3,1,Rural,4,154062
1475,4,4,2,1,Suburban,22,222534
3049,5,3,2,2,Rural,7,391958
2750,1,3,1,3,Suburban,45,291484
1286,5,3,3,2,Rural,10,222748
3630,2,1,2,3,Suburban,24,407597
3074,2,2,2,1,Rural,46,319820
3184,2,1,1,3,Suburban,34,340196
1736,1,4,1,3,Urban,33,222083
3820,5,3,1,1,Suburban,28,452010
3518,4,4,2,0,Rural,35,401360
3889,5,1,3,3,Suburban,36,456416
3050,2,1,1,3,Urban,27,350828
2116,2,3,1,0,Suburban,40,229549
1117,1,3,3,0,Suburban,19,156903
3804,3,1,2,0,Suburban,35,410718
3242,2,3,3,1,Urban,8,405622
2250,5,2,3,1,Urban,33,302001
3962,4,3,2,3,Urban,43,469148
3498,3,1,1,3,Suburban,7,417005
3568,5,1,3,1,Rural,20,421939
3174,4,4,3,2,Urban,7,433462
2469,3,1,2,3,Urban,10,319367
3280,3,1,3,1,Suburban,45,357490
2430,4,2,2,0,Rural,39,274904
2706,3,2,1,0,Suburban,15,316662
2149,4,1,3,1,Suburban,49,253663
1634,4,2,3,1,Urban,4,262401
2256,5,2,3,3,Suburban,27,311969
1357,5,4,2,2,Rural,42,202583
1520,1,3,3,2,Urban,41,193184
752,5,4,1,1,Suburban,27,155182
816,4,2,1,0,Urban,15,148437
3850,2,3,2,2,Rural,5,447691
1005,4,3,2,0,Urban,16,180313
812,2,2,2,2,Urban,11,150047
1679,4,1,1,1,Urban,2,244252
2088,2,2,1,1,Urban,16,263601
2346,5,1,3,3,Rural,47,286229
3498,1,3,1,1,Rural,31,362494
2819,3,2,1,2,Urban,21,346912
804,4,2,2,0,Rural,28,118595
1716,3,4,1,3,Urban,12,260342
2749,5,3,3,3,Urban,15,387578
2770,5,3,3,3,Rural,11,378147
3294,1,3,3,1,Suburban,30,364942
1043,5,2,3,1,Suburban,9,192631
797,2,4,2,3,Urban,36,140276
1286,5,4,1,3,Rural,32,195983
1636,2,4,2,3,Rural,28,212245
3409,5,1,3,1,Rural,8,420224
864,1,2,3,2,Rural,4,136482
3835,3,1,3,0,Urban,46,414329
1326,3,4,2,1,Suburban,1,226167
1318,1,2,1,3,Urban,37,160421
3813,1,4,2,0,Rural,5,433087
2589,1,1,3,1,Suburban,38,274654
1840,5,3,1,1,Suburban,41,241366
1523,3,3,2,3,Suburban,11,237461
1127,2,2,3,3,Suburban,34,155811
3144,1,2,2,0,Rural,9,349703
2237,3,3,3,0,Rural,16,284051
3382,2,4,3,3,Urban,33,415499
3371,5,3,1,2,Rural,42,385982
973,3,2,1,1,Suburban,35,128791
2697,2,2,2,3,Suburban,21,325959
1818,2,2,2,2,Suburban,3,248509
2604,2,1,3,0,Urban,41,288494
629,1,3,1,0,Suburban,9,104393
2981,1,1,1,2,Rural,5,329916
2370,2,1,3,1,Urban,43,268706
1926,1,3,3,3,Urban,22,262551
2390,4,1,2,0,Rural,43,256983
3576,5,3,2,2,Suburban,50,419663
3351,2,3,3,0,Urban,32,386790
2740,2,2,3,1,Rural,35,296034
1432,4,3,2,1,Rural,46,180422
2684,5,1,2,2,Rural,34,321219
3907,5,4,2,3,Rural,28,473413
796,5,1,2,3,Rural,14,151261
3637,5,4,1,1,Urban,27,454092
2919,1,4,2,3,Suburban,10,365278
3956,3,2,2,3,Suburban,22,461237
1412,4,1,1,1,Suburban,35,178798
997,4,1,3,3,Suburban,39,151500
2911,1,1,1,1,Suburban,36,291294
3698,4,1,3,3,Urban,12,463740
951,1,3,3,3,Suburban,30,141147
2167,1,1,3,3,Rural,13,257894
3056,3,3,3,1,Rural,18,364711
3110,1,2,3,2,Rural,0,370119
3546,4,3,3,2,Urban,8,457599
668,4,4,3,0,Urban,11,166232
3326,1,3,1,3,Suburban,37,361027
3641,2,3,2,3,Urban,45,410782
1878,5,4,1,2,Urban,14,295516
1943,4,3,3,3,Urban,15,298916
2541,2,2,2,1,Suburban,3,319040
1844,5,4,1,3,Suburban,4,296461
853,1,2,2,0,Rural,30,96689
3349,5,3,1,1,Urban,3,440936
602,4,2,1,1,Urban,49,97541
1927,4,4,3,2,Suburban,50,258010
3782,5,3,3,0,Rural,37,432387
1127,1,1,1,0,Urban,42,113672
2736,3,4,3,3,Suburban,15,362659
3224,4,3,3,3,Suburban,8,428535
2043,1,3,2,3,Urban,43,241037
2487,3,3,2,1,Suburban,37,298909
3106,3,1,2,2,Rural,30,339315
1087,1,1,2,1,Rural,32,114874
906,4,2,3,2,Urban,3,194665
2205,4,2,1,0,Urban,11,292924
3735,5,1,1,1,Urban,3,460828
2227,3,1,3,0,Urban,18,284090
2149,4,3,1,1,Rural,21,266454
1948,3,3,3,2,Urban,27,271780
2755,2,1,2,3,Suburban,48,297241
1557,3,1,2,3,Rural,23,199716
991,3,4,2,0,Urban,26,166290
1372,3,3,1,3,Urban,26,211595
1384,4,2,1,1,Suburban,12,206049
866,1,3,2,1,Urban,0,156313
2293,4,1,1,2,Rural,17,278487
3095,4,4,3,2,Urban,38,399482
2252,1,2,1,2,Rural,4,262259
1119,3,3,2,2,Suburban,45,155569
3892,4,1,1,2,Rural,16,437283
3505,4,3,2,3,Urban,9,457600
3598,3,2,3,0,Rural,2,423279
2622,1,1,1,2,Suburban,43,268908
2251,2,2,3,0,Suburban,12,279708
1189,4,4,2,2,Urban,50,185821
2940,3,4,2,3,Urban,4,399075
1972,4,3,1,3,Suburban,8,288198
2597,5,1,2,0,Suburban,39,298308
839,4,4,1,3,Suburban,21,169556
2947,3,4,1,2,Urban,37,353195
835,3,3,2,3,Urban,48,139552
3959,3,4,1,0,Suburban,16,463093
1079,5,1,3,3,Urban,3,221049
3162,1,1,3,0,Urban,3,371684
3851,3,1,1,3,Rural,47,395771
1024,5,1,3,1,Urban,14,190080
1785,2,3,1,1,Rural,41,193525
3279,5,4,1,0,Urban,30,405713
3503,2,3,2,2,Suburban,18,407696
3614,3,1,1,3,Urban,46,397277
3460,2,3,3,2,Rural,7,414667
2234,2,2,3,1,Suburban,13,277679
1204,3,2,3,3,Rural,17,183074
1118,2,2,2,1,Urban,22,163177
3219,2,2,3,2,Suburban,44,355884
1365,1,3,1,0,Urban,16,183639
1640,5,4,1,0,Rural,20,229622
3188,5,4,1,3,Urban,23,419314
3253,3,2,1,3,Suburban,0,404495
3947,1,4,2,1,Rural,43,408457
1518,5,3,1,0,Urban,33,223664
1447,2,1,3,3,Urban,20,207563
3834,5,3,3,2,Urban,38,467356
817,1,2,1,1,Suburban,28,98367
1803,5,3,2,3,Urban,22,282006
1555,2,2,2,0,Rural,45,159431
3088,3,4,3,2,Urban,17,401327
2556,2,1,2,1,Rural,4,297311
3359,2,2,3,1,Rural,35,360224
911,4,3,2,0,Suburban,20,160714
3489,5,3,3,1,Rural,49,404722
606,3,3,2,0,Rural,5,121843
2401,5,4,2,0,Suburban,38,305337
1233,1,3,1,3,Rural,46,137991
1955,5,4,2,1,Suburban,43,267225
2637,2,2,1,3,Urban,40,297091
3932,5,3,3,0,Suburban,38,462730
